DIENER;PAROLLES;1
DIENER;ERSTER EDELMANN;1
DIENER;ZWEITER EDELMANN;1
DIENER;DOLMETSCHER;1
GRÄFIN;LAFEU;3
GRÄFIN;HELENA;4
GRÄFIN;PAROLLES;2
GRÄFIN;PAGE;1
GRÄFIN;KÖNIG;1
GRÄFIN;HAUSHOFMEISTER;2
GRÄFIN;NARR;4
GRÄFIN;ZWEITER EDELMANN;1
GRÄFIN;WITWE;1
BERTRAM;DIENER;1
BERTRAM;GRÄFIN;2
BERTRAM;LAFEU;5
BERTRAM;HELENA;5
BERTRAM;PAROLLES;7
BERTRAM;PAGE;1
BERTRAM;KÖNIG;4
BERTRAM;ERSTER LORD;1
BERTRAM;ZWEITER LORD;1
BERTRAM;ERSTER EDELMANN;4
BERTRAM;ZWEITER EDELMANN;4
BERTRAM;VIERTER EDELMANN;1
BERTRAM;HERZOG;1
BERTRAM;WITWE;1
BERTRAM;DIANA;2
BERTRAM;EDELMANN;1
BERTRAM;DOLMETSCHER;1
LAFEU;PAROLLES;6
LAFEU;PAGE;1
LAFEU;NARR;2
LAFEU;ZWEITER EDELMANN;2
LAFEU;VIERTER EDELMANN;1
LAFEU;WITWE;1
HELENA;LAFEU;5
HELENA;PAROLLES;7
HELENA;PAGE;1
HELENA;KÖNIG;3
HELENA;NARR;3
HELENA;ZWEITER EDELMANN;3
HELENA;VIERTER EDELMANN;1
HELENA;WITWE;5
HELENA;MARIANA;1
PAROLLES;ZWEITER EDELMANN;4
PAROLLES;VIERTER EDELMANN;1
PAROLLES;WITWE;2
PAROLLES;SOLDAT;1
PAGE;PAROLLES;1
KÖNIG;LAFEU;3
KÖNIG;PAROLLES;3
KÖNIG;ZWEITER LORD;1
KÖNIG;ZWEITER EDELMANN;2
KÖNIG;VIERTER EDELMANN;1
KÖNIG;WITWE;1
ERSTER LORD;KÖNIG;1
ERSTER LORD;ZWEITER LORD;1
HAUSHOFMEISTER;HELENA;1
HAUSHOFMEISTER;NARR;1
NARR;PAROLLES;2
NARR;ZWEITER EDELMANN;1
ERSTER EDELMANN;GRÄFIN;1
ERSTER EDELMANN;LAFEU;2
ERSTER EDELMANN;HELENA;3
ERSTER EDELMANN;PAROLLES;4
ERSTER EDELMANN;KÖNIG;2
ERSTER EDELMANN;NARR;1
ERSTER EDELMANN;ZWEITER EDELMANN;6
ERSTER EDELMANN;VIERTER EDELMANN;1
ERSTER EDELMANN;HERZOG;1
BEIDE;BERTRAM;1
BEIDE;LAFEU;1
BEIDE;HELENA;2
BEIDE;PAROLLES;2
BEIDE;KÖNIG;1
BEIDE;ERSTER EDELMANN;1
BEIDE;ZWEITER EDELMANN;1
BEIDE;WITWE;1
BEIDE;DIANA;1
BEIDE;MARIANA;1
ALLE;BERTRAM;1
ALLE;LAFEU;1
ALLE;HELENA;1
ALLE;PAROLLES;2
ALLE;KÖNIG;1
ALLE;ERSTER EDELMANN;1
ALLE;ZWEITER EDELMANN;1
ALLE;VIERTER EDELMANN;1
ALLE;EDELMANN;1
ALLE;SOLDAT;1
ALLE;DOLMETSCHER;1
VIERTER EDELMANN;ZWEITER EDELMANN;1
HERZOG;ZWEITER EDELMANN;1
DRITTER EDELMANN;ERSTER EDELMANN;1
DRITTER EDELMANN;ZWEITER EDELMANN;1
DRITTER EDELMANN;HERZOG;1
DIANA;GRÄFIN;1
DIANA;LAFEU;1
DIANA;HELENA;3
DIANA;PAROLLES;2
DIANA;KÖNIG;1
DIANA;WITWE;3
DIANA;MARIANA;1
DIANA;EDELMANN;1
MARIANA;PAROLLES;1
MARIANA;WITWE;1
EDELMANN;GRÄFIN;1
EDELMANN;LAFEU;1
EDELMANN;HELENA;2
EDELMANN;PAROLLES;2
EDELMANN;KÖNIG;1
EDELMANN;WITWE;2
EDELMANN;SOLDAT;1
DOLMETSCHER;PAROLLES;2
DOLMETSCHER;ERSTER EDELMANN;1
DOLMETSCHER;ZWEITER EDELMANN;1
DOLMETSCHER;EDELMANN;1
DOLMETSCHER;SOLDAT;1
