DIE MASKEN;HANS;1
DIE MASKEN;HAROLD;1
DIE MASKEN;TRAUTE;1
DER RANGÄLTESTE HAUPTMANN;VON MARSCHALL;1
DER RANGÄLTESTE HAUPTMANN;VON GROBITZSCH;1
DER RANGÄLTESTE HAUPTMANN;VERSCHIEDENE;1
DER RANGÄLTESTE HAUPTMANN;MORITZ DIESTERBEG;1
DER RANGÄLTESTE HAUPTMANN;DIE FÄHNRICHE UND FAHNENJUNKER;1
VON MARSCHALL;VON MARSCHALL UND GLAHN;1
VON GROBITZSCH;VON MARSCHALL;4
VON GROBITZSCH;VON MARSCHALL UND GLAHN;1
ALLE;DER RANGÄLTESTE HAUPTMANN;1
ALLE;VON MARSCHALL;2
ALLE;VON GROBITZSCH;1
ALLE;VERSCHIEDENE;1
ALLE;MORITZ DIESTERBEG;1
ALLE;DIE FÄHNRICHE UND FAHNENJUNKER;1
ALLE;PETER;2
ALLE;ORDONNANZ;1
ALLE;MORITZ;2
ALLE;PAUL;2
ALLE;GLAHN;1
ALLE;MEITZEN;1
ALLE;BENNO;1
ALLE;HANS;1
ALLE;HAROLD;1
ALLE;DIE ORDONNANZ;1
ALLE;PETER UND PAUL;2
ALLE;KOMMANDOSTIMME;1
VERSCHIEDENE;VON MARSCHALL;1
VERSCHIEDENE;VON GROBITZSCH;1
MORITZ DIESTERBEG;VON MARSCHALL;1
MORITZ DIESTERBEG;VON GROBITZSCH;1
MORITZ DIESTERBEG;VERSCHIEDENE;1
DIE FÄHNRICHE UND FAHNENJUNKER;VON MARSCHALL;1
DIE FÄHNRICHE UND FAHNENJUNKER;VON GROBITZSCH;1
DIE FÄHNRICHE UND FAHNENJUNKER;VERSCHIEDENE;1
DIE FÄHNRICHE UND FAHNENJUNKER;MORITZ DIESTERBEG;1
FRITZ VON DER LEYEN;VON GROBITZSCH;1
FRITZ VON DER LEYEN;PETER VON RAMBERG;1
FRITZ VON DER LEYEN;PETER;2
FRITZ VON DER LEYEN;MORITZ;1
FRITZ VON DER LEYEN;PAUL;1
FRITZ VON DER LEYEN;GLAHN;1
FRITZ VON DER LEYEN;PETER UND PAUL;1
PETER;VON MARSCHALL;4
PETER;VON GROBITZSCH;3
PETER;PETER VON RAMBERG;1
PETER;TIEDEMANN;1
PETER;VON MARSCHALL UND GLAHN;1
PETER;PETER UND PAUL;7
PETER;SCHMITZ;2
PETER;PETER UND PAUL VON RAMBERG;1
FRITZ;VON GROBITZSCH;1
FRITZ;PETER VON RAMBERG;1
FRITZ;FRITZ VON DER LEYEN;2
FRITZ;PETER;2
FRITZ;MORITZ;1
FRITZ;PAUL;1
FRITZ;GLAHN;1
FRITZ;PETER UND PAUL;1
EINE ORDONNANZ;VON MARSCHALL;2
EINE ORDONNANZ;VON GROBITZSCH;2
EINE ORDONNANZ;PETER;2
EINE ORDONNANZ;ORDONNANZ;2
EINE ORDONNANZ;TIEDEMANN;1
EINE ORDONNANZ;MORITZ;2
EINE ORDONNANZ;PAUL;2
EINE ORDONNANZ;GLAHN;2
EINE ORDONNANZ;GLAHN UND VON GROBITZSCH;1
EINE ORDONNANZ;MEITZEN;2
EINE ORDONNANZ;HANS RUDORFF;1
EINE ORDONNANZ;HANS;2
EINE ORDONNANZ;HAROLD;1
EINE ORDONNANZ;VON MARSCHALL UND GLAHN;1
EINE ORDONNANZ;HEINRICH;1
ORDONNANZ;VON MARSCHALL;2
ORDONNANZ;VON GROBITZSCH;2
ORDONNANZ;PETER;3
ORDONNANZ;TIEDEMANN;1
ORDONNANZ;PAUL;3
ORDONNANZ;VON MARSCHALL UND GLAHN;1
ORDONNANZ;PETER UND PAUL;1
TIEDEMANN;VON MARSCHALL;1
TIEDEMANN;VON GROBITZSCH;1
MORITZ;VON MARSCHALL;3
MORITZ;VON GROBITZSCH;3
MORITZ;PETER;7
MORITZ;ORDONNANZ;3
MORITZ;TIEDEMANN;1
MORITZ;PAUL;7
MORITZ;VON MARSCHALL UND GLAHN;1
MORITZ;PETER UND PAUL;4
MORITZ;SCHMITZ;1
MORITZ;PETER UND PAUL VON RAMBERG;1
MORITZ;MORITZ UND BENNO;1
PAUL;VON MARSCHALL;4
PAUL;VON GROBITZSCH;3
PAUL;PETER;11
PAUL;TIEDEMANN;1
PAUL;VON MARSCHALL UND GLAHN;1
PAUL;PETER UND PAUL;7
PAUL;SCHMITZ;2
PAUL;PAUL UND HANS;1
PAUL;PETER UND PAUL VON RAMBERG;1
GLAHN;VON MARSCHALL;4
GLAHN;VON GROBITZSCH;4
GLAHN;PETER;6
GLAHN;ORDONNANZ;2
GLAHN;TIEDEMANN;1
GLAHN;MORITZ;5
GLAHN;PAUL;6
GLAHN;GLAHN UND VON GROBITZSCH;1
GLAHN;MEITZEN;2
GLAHN;HANS RUDORFF;1
GLAHN;HANS;2
GLAHN;HAROLD;1
GLAHN;VON MARSCHALL UND GLAHN;1
GLAHN;PETER UND PAUL;3
GLAHN;MORITZ UND BENNO;1
GLAHN UND VON GROBITZSCH;VON MARSCHALL;1
GLAHN UND VON GROBITZSCH;VON GROBITZSCH;1
GLAHN UND VON GROBITZSCH;PETER;1
GLAHN UND VON GROBITZSCH;ORDONNANZ;1
GLAHN UND VON GROBITZSCH;TIEDEMANN;1
GLAHN UND VON GROBITZSCH;MORITZ;1
GLAHN UND VON GROBITZSCH;PAUL;1
GLAHN UND VON GROBITZSCH;MEITZEN;1
BENNO VON KLEWITZ;VON MARSCHALL;1
BENNO VON KLEWITZ;VON GROBITZSCH;1
BENNO VON KLEWITZ;PETER;1
BENNO VON KLEWITZ;EINE ORDONNANZ;1
BENNO VON KLEWITZ;ORDONNANZ;1
BENNO VON KLEWITZ;TIEDEMANN;1
BENNO VON KLEWITZ;MORITZ;1
BENNO VON KLEWITZ;PAUL;1
BENNO VON KLEWITZ;GLAHN;1
BENNO VON KLEWITZ;GLAHN UND VON GROBITZSCH;1
BENNO VON KLEWITZ;MEITZEN;1
MEITZEN;VON MARSCHALL;2
MEITZEN;VON GROBITZSCH;2
MEITZEN;PETER;3
MEITZEN;ORDONNANZ;3
MEITZEN;TIEDEMANN;1
MEITZEN;MORITZ;3
MEITZEN;PAUL;3
MEITZEN;VON MARSCHALL UND GLAHN;1
MEITZEN;PETER UND PAUL;1
BENNO;VON MARSCHALL;4
BENNO;VON GROBITZSCH;3
BENNO;FRITZ VON DER LEYEN;1
BENNO;PETER;6
BENNO;FRITZ;1
BENNO;EINE ORDONNANZ;2
BENNO;ORDONNANZ;2
BENNO;TIEDEMANN;1
BENNO;MORITZ;6
BENNO;PAUL;6
BENNO;GLAHN;5
BENNO;GLAHN UND VON GROBITZSCH;1
BENNO;BENNO VON KLEWITZ;1
BENNO;MEITZEN;2
BENNO;HANS RUDORFF;1
BENNO;HANS;3
BENNO;HAROLD;1
BENNO;VON MARSCHALL UND GLAHN;1
BENNO;DIE HERRN;1
BENNO;PETER UND PAUL;3
BENNO;HEINRICH;1
BENNO;HORNIST;1
BENNO;DIE HERREN;1
BENNO;SCHMITZ;1
BENNO;DIE ANDERN HERREN;1
BENNO;HAROLD UND MORITZ;1
BENNO;MORITZ UND BENNO;1
HANS RUDORFF;VON MARSCHALL;1
HANS RUDORFF;VON GROBITZSCH;1
HANS RUDORFF;PETER;1
HANS RUDORFF;ORDONNANZ;1
HANS RUDORFF;MORITZ;1
HANS RUDORFF;PAUL;1
HANS RUDORFF;MEITZEN;1
HANS RUDORFF;HAROLD;1
HANS RUDORFF;VON MARSCHALL UND GLAHN;1
HANS;VON MARSCHALL;2
HANS;VON GROBITZSCH;2
HANS;PETER;6
HANS;ORDONNANZ;2
HANS;MORITZ;4
HANS;PAUL;6
HANS;MEITZEN;2
HANS;HANS RUDORFF;1
HANS;HAROLD;7
HANS;VON MARSCHALL UND GLAHN;1
HANS;PETER UND PAUL;4
HANS;KOMMANDOSTIMME;1
